x,y,label
2.032476397847515,2.087659672988552,0
1.5886591710598972,2.3235572264161433,0
2.7742360635983236,1.8067088259833441,0
2.1598288035546154,2.7095310884029784,0
0.8574553821995958,1.9337935126394021,0
1.48864979733768,2.4817763099249937,0
3.470640869211226,1.657502675010607,0
2.3740654696917503,1.3481999699616436,0
1.9588868268360702,2.1734783651496072,0
2.7809596232308853,2.8917854032602217,0
1.8902043487203044,1.9138581181493346,0
2.2893386907639495,2.288505867665936,0
2.2549388183271026,2.3450463036875586,0
1.1868279302111966,2.2480083428935305,0
2.0275296763579234,2.0144690558467504,0
1.906050118961018,1.193719151426766,0
2.257558404238598,1.7381527414788884,0
1.3399053369888119,2.6435424605389493,0
2.354348630090774,2.188197634945,0
1.9189824597859557,2.1379206448889474,0
2.0893934682306257,2.438212085092787,0
2.542287224818765,1.8916886737661243,0
1.0569590953237458,2.889202605676142,0
2.1752780043172297,1.8942148466130433,0
1.6470782837605857,1.2924472666968612,0
1.42296764558641,2.542058234131053,0
1.9742113046442205,2.201513510687287,0
1.840692934172023,1.3816320274762797,0
2.1606078267954745,1.7229257483398084,0
1.096366288784673,2.137441773307889,0
2.829150981915776,2.4292276611919235,0
2.3684994856698762,1.051458213545923,0
1.9182454120577799,2.4659572792456426,0
1.8100705288544496,1.5717609280688158,0
1.8677205444831615,2.3526807799946163,0
2.1532754327503083,1.8620757229608742,0
1.8611101981826086,2.2590205406372212,0
2.271283231897361,2.4495703505748,0
2.257141781417218,1.4184445176203904,0
1.575336740663313,2.484294368968985,0
3.024570065099838,1.9505750142804514,0
2.2472973720076324,1.22152601305045,0
3.5088701983990194,1.6680876116578611,0
1.6664952477373869,2.428308252131132,0
1.7456080532839804,2.5483110837445473,0
2.66153202173658,2.074407273552898,0
1.57899418599588,1.4687159523105047,0
2.0349629438988255,2.16444718563349,0
1.5325551280326233,1.6141016896991824,0
2.4655079489679745,1.4307093546908483,0
1.3829449502212319,2.598602075696233,0
2.2169024599945195,1.6931491383650674,0
1.6263549157678336,2.446886386899728,0
2.9770496548340604,1.4245707361816298,0
2.838254355363034,1.6846759615551892,0
1.3824291984906685,2.4791959721959493,0
2.331077938258181,1.121479381745272,0
2.6644885651690373,2.093355240918604,0
2.0411517984282566,1.0952727548525818,0
1.8268772966544524,2.3684311827816,0
2.199011365891704,2.500380170266224,0
1.6581684366527214,1.7096863646265867,0
2.833914312677971,2.192564103457665,0
3.653742318004787,1.845978390144309,0
2.156815910184191,2.4451272445051626,0
2.482500331527665,1.6460600340766254,0
2.5665204939400295,1.6155637108645378,0
3.145427135355443,1.7164309965973068,0
1.692182012281815,1.8001474943465605,0
1.6405782821469717,2.3410660104357675,0
1.7969734605497312,2.0738950176419997,0
2.7869317432189917,1.4656453225610133,0
1.1440883044239574,2.02151252560425,0
1.1268909878455133,2.4423931865977573,0
2.4307345370136146,1.7127672463016477,0
1.597269435432629,1.9321436615324463,0
1.5611446309090686,1.568530034614401,0
2.043953978708051,1.764185017328846,0
2.7629306347233142,2.7121762130305194,0
1.6242687340380442,1.7391701153716388,0
2.2261907668057503,2.378383683308199,0
2.2515416267472785,2.1126356224112164,0
2.184943795768158,2.7335972740538734,0
2.3326807553516984,2.470677173782498,0
2.2405080231211683,2.3544792409196975,0
2.466256188175024,2.0604260487142856,0
1.8525343332567052,1.5921393571347344,0
2.1896632238288634,2.7812122562956536,0
1.451028401815622,2.089589667745793,0
2.5114668667572078,2.960285842011102,0
1.6396766814429047,2.984118098661093,0
2.3509345279147227,2.4394404207348095,0
2.42925541115601,1.6828333020184716,0
2.4144684934842418,2.4768799677784448,0
1.6965618305408496,1.942620410884666,0
1.6034280634175309,0.6294349180070806,0
1.1047951344324232,3.0044855897888967,0
1.5926532468015453,2.5029354422156294,0
1.6480777666769104,2.1473522483907317,0
1.751258439115199,2.435493071569872,0
2.755500517600189,1.9210272988317585,0
2.26531083782194,1.4758902847017497,0
2.6187862543324747,1.5457936032613,0
2.766403230429332,2.047685853949737,0
1.9578667714193332,2.02562476639822,0
1.0634929493868317,1.9340204776888879,0
1.8711846874330966,2.6357182669614048,0
1.8322328165286912,2.4114396127648483,0
1.3048170221541993,1.8547378189682082,0
2.208485868484108,1.639818523732623,0
1.1316232452161739,1.5866072496575725,0
2.203941996569157,2.2548198549476055,0
2.4052696483808855,1.8412191624773502,0
2.6851229583842438,2.068701788445983,0
2.245631182923408,1.8124852113925125,0
1.8008204205069123,2.5008266353953745,0
2.9043612870774984,2.183312364725439,0
1.2491824614866034,2.0143401975650863,0
1.671165017789641,2.2514638491476973,0
2.649872664237174,2.843543845578826,0
1.7351523070542012,1.7732072831547263,0
1.7987275531635554,1.7658827255382026,0
2.3578290415284013,1.4027140821256125,0
2.007228474075956,2.2040593364266234,0
1.7527599689047844,2.4259135764868707,0
1.7942766482198522,1.8975029669241794,0
2.0463996636308206,2.115569040426733,0
0.9989450654404501,1.9100856664847592,0
2.2245532914044275,1.8465259758054076,0
2.0693712228206236,2.1033743296964493,0
1.6894470736494889,1.5526910864190346,0
2.567213556790036,1.944788094448621,0
2.4525581194116484,2.2585178593918736,0
2.795337579711299,1.2205304304375177,0
2.211857436142737,2.0322740707236706,0
1.2719549337047944,2.9645291638180455,0
2.7017739529284053,1.5627055889487063,0
2.219388367458674,3.472585782185594,0
2.0234579717382633,2.7770002679926775,0
1.6346659599477358,1.9881334432393092,0
1.7025783670801542,1.798195403140125,0
1.4492302995693669,1.799949296623561,0
2.1228418538581875,2.1211290850748634,0
1.8298826830766748,2.196845388130486,0
1.3279817462673482,2.7022890337307377,0
1.5797376724447405,1.4626044015151907,0
3.0756299610629436,2.219969803855771,0
2.4089828356420657,2.268078198057779,0
2.1063343269347374,2.3205092437488535,0
1.998462486193802,1.6018904597467825,0
2.17902573795859,1.6137737926737805,0
1.411228732536919,0.8531856627916017,0
3.073725019143322,1.6564855597211285,0
1.8443845351473915,1.9826469055864724,0
2.126259385197054,2.3155359441700876,0
1.9719628201834862,2.0940569881330706,0
2.5358076703946484,2.3974147850410774,0
1.3161656428691875,1.4249372348663756,0
1.4865557853153342,1.4707700668538428,0
1.7794400188575923,1.8018995174408041,0
2.2888705542712717,1.6637245432408974,0
1.4808846432402487,2.2366245364344124,0
1.0087932541304199,1.9363092242898705,0
3.096855088843308,1.790020141741486,0
1.9340515518540744,1.549077764414902,0
1.45008434567425,2.761136543928532,0
2.745956790708663,2.5095567598199624,0
1.6108918675652528,1.4863950512738708,0
1.890063450865014,2.174638461548547,0
2.360404239705635,1.876011538166622,0
1.9376629120039701,2.9147430283960483,0
2.177365475217292,1.7976561679047027,0
1.6181837742557925,2.3970534978564197,0
2.110450899048386,2.5588923245011648,0
1.2384636619513087,2.1506018635990207,0
1.7270206919494862,2.026554090280696,0
1.8959513337688105,2.9185440390484194,0
1.8321542558209285,2.5130064413343485,0
1.9018092877526778,1.5625412405788652,0
1.964191987261001,1.961841681379867,0
1.2096926315565129,2.141524036739067,0
1.9344581164957668,1.8846434083433259,0
1.7602339741346456,2.1197947804044173,0
1.6159750129944737,2.4449053960586014,0
1.1465290119723852,1.9514654886590053,0
1.8590854569901247,1.8593588470994327,0
2.1499565364601136,1.447044229160381,0
1.8002522141965565,1.904671741480074,0
2.2569509573625495,2.860458229562239,0
1.8030524092355038,1.8200110689109785,0
2.1777950920986973,2.683275757951935,0
1.5682554129705963,1.3350234151844353,0
1.9878759692174044,2.2782081484323964,0
1.4585175874991119,2.0737845120774634,0
